Regime,Forest_type,Species,Distance,DBH,Height,Stem_Volume,,
Protected,Saal,Shorea robusta,7,13,10,0.033183072,,
Protected,Saal,Shorea robusta,3.5,13,10,0.033183072,,
Protected,Saal,Shorea robusta,4,13,7,0.023228151,,
Protected,Saal,Cleistocalyx operculatus,5,13,7,0.023228151,,
Protected,Saal,Cleistocalyx operculatus,4.5,13,7.5,0.024887304,,
Protected,Saal,Shorea robusta,7,13,7,0.023228151,,
Buffer_zone,Saal,Terminalia alata,10,13.06,7,0.023443059,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,7,13.1,5,0.016847772,,
Buffer Zone CF,Saal,Shorea robusta,12,13.3,8,0.027785816,,
Buffer Zone CF,Saal,Shorea robusta,12.7,13.3,6.2,0.021534008,,
Buffer Zone CF,Saal,Shorea robusta,13,13.3,12,0.041678724,,
Buffer Zone CF,Saal,Shorea robusta,7.9,13.3,9,0.031259043,,
Buffer_zone,Saal,Shorea robusta,3.5,13.3,7.4,0.02570188,,
Buffer_zone,Saal,Shorea robusta,5,13.3,8.2,0.028480462,,
Buffer_zone,Saal,Shorea robusta,12.5,13.4,7.6,0.026794958,,
Buffer_zone,Saal,Dalbergia latifolia,7.5,13.5,12.1,0.043299492,,
Buffer_zone,Saal,Shorea robusta,4,13.5,5.7,0.020397281,,
Buffer_zone,Saal,Shorea robusta,6,13.5,8.8,0.031490539,,
Community,TMHWF,Cleistocalyx operculatus,6.5,13.5,4.2,0.015029576,,
Community,Saal,Cleistocalyx operculatus,5,13.5,7.5,0.026838528,,
Community,TMHWF,Terminalia alata,2.4,13.5,8.5,0.030416998,,
Buffer Zone CF,Saal,Shorea robusta,11,13.7,11,0.04053813,,
Buffer Zone CF,Saal,Shorea robusta,13,13.7,9.2,0.033904618,,
Buffer Zone CF,Saal,Shorea robusta,13,13.7,9.1,0.033536089,,
Buffer Zone CF,Saal,Shorea robusta,3,13.7,12.4,0.045697528,,
Buffer Zone CF,Saal,Shorea robusta,11.8,13.7,14,0.051593983,,
Buffer_zone,Saal,Shorea robusta,3.5,13.7,9,0.033167561,,
Buffer_zone,Saal,Shorea robusta,7,13.7,11.5,0.042380772,,
Buffer_zone,Saal,Shorea robusta,4,13.7,7.5,0.027639634,,
Buffer_zone,STMHWF,Dillenia pentagyna,10,13.7,8.5,0.031324919,,
Buffer_zone,STMHWF,Dillenia pentagyna,14,13.7,8.4,0.03095639,,
Community,Saal,Shorea robusta,8,13.9,6.4,0.024279485,,
Buffer Zone CF,Saal,Shorea robusta,6.5,14,12.2,0.046951102,,
Buffer Zone CF,Saal,Shorea robusta,8.5,14,9.3,0.035790594,,
Buffer Zone CF,Saal,Shorea robusta,4.5,14,8.9,0.034251214,,
Buffer Zone CF,Saal,Shorea robusta,1.5,14,12.3,0.047335947,,
Buffer Zone CF,Saal,Shorea robusta,4,14,6.2,0.023860396,,
Buffer Zone CF,Saal,Shorea robusta,3,14,10.8,0.041563271,,
Buffer Zone CF,Saal,Shorea robusta,7.5,14,7.8,0.030017918,,
Buffer Zone CF,Saal,Shorea robusta,10,14,5.2,0.020011945,,
Buffer Zone CF,Saal,Shorea robusta,5,14,8.1,0.031172453,,
Buffer Zone CF,Saal,Shorea robusta,0,14,8.4,0.032326988,,
Buffer Zone CF,Saal,Shorea robusta,6.5,14,12,0.046181412,,
Buffer Zone CF,Saal,Shorea robusta,6,14,10,0.03848451,,
Buffer Zone CF,Saal,Shorea robusta,7.5,14,10.5,0.040408736,,
Buffer Zone CF,STMHWF,Dalbergia latifolia,0,14,15.115,0.058169337,,
Buffer Zone CF,Saal,Shorea robusta,8,14,11.2,0.043102651,,
Buffer Zone CF,Saal,Shorea robusta,7.2,14,9.5,0.036560285,,
Buffer Zone CF,Saal,Shorea robusta,8,14,10,0.03848451,,
Buffer Zone CF,Saal,Shorea robusta,5.2,14,8.5,0.032711834,,
Buffer Zone CF,Saal,Shorea robusta,7.5,14,7.2,0.027708847,,
Buffer Zone CF,Saal,Shorea robusta,7,14,11.5,0.044257187,,
Buffer Zone CF,Saal,Shorea robusta,6,14,10.5,0.040408736,,
Buffer Zone CF,Saal,Shorea robusta,3,14,8,0.030787608,,
Buffer Zone CF,Saal,Shorea robusta,8,14,8.6,0.033096679,,
Buffer Zone CF,Saal,Shorea robusta,6,14,9.1,0.035020904,,
Buffer Zone CF,Saal,Shorea robusta,8,14,9.1,0.035020904,,
Buffer Zone CF,Saal,Shorea robusta,6,14,9,0.034636059,,
Buffer Zone CF,Saal,Shorea robusta,0,14,8.2,0.031557298,,
Buffer Zone CF,Saal,Shorea robusta,8,14,12.1,0.046566257,,
Buffer Zone CF,Saal,Shorea robusta,7,14,8.1,0.031172453,,
Buffer Zone CF,Saal,Shorea robusta,5,14,7.2,0.027708847,,
Buffer Zone CF,Saal,Shorea robusta,5,14,12.1,0.046566257,,
Buffer Zone CF,Saal,Shorea robusta,7,14,9.5,0.036560285,,
Buffer Zone CF,Saal,Shorea robusta,7.2,14,13,0.050029863,,
Buffer Zone CF,Saal,Shorea robusta,13.5,14,10,0.03848451,,
Buffer Zone CF,Saal,Shorea robusta,5,14,10.3,0.039639045,,
Buffer Zone CF,Saal,Shorea robusta,9.5,14,23,0.088514373,,
Buffer Zone CF,Saal,Shorea robusta,11.5,14,13,0.050029863,,
Buffer Zone CF,Saal,Shorea robusta,4.5,14,15.1,0.05811161,,
Buffer Zone CF,Saal,Shorea robusta,7,14,14,0.053878314,,
Buffer_zone,Saal,Shorea robusta,5,14,6.5,0.025014932,,
Buffer_zone,Saal,Shorea robusta,6.5,14,7.2,0.027708847,,
Buffer_zone,Saal,Shorea robusta,4.5,14,7.2,0.027708847,,
Buffer_zone,Saal,Shorea robusta,3.5,14,6.3,0.024245241,,
Buffer_zone,Saal,Casearia graveolens,6,14,6,0.023090706,,
Buffer_zone,Saal,Lagerstroemia parviflora,5,14,9.3,0.035790594,,
Buffer_zone,Saal,Lagerstroemia parviflora,5,14,6.5,0.025014932,,
Buffer_zone,Saal,Cleistocalyx operculatus,6,14,5.5,0.021166481,,
Buffer_zone,Saal,Cleistocalyx operculatus,6.5,14,8.2,0.031557298,,
Buffer_zone,STMHWF,Rhus wallichii,12,14,8.3,0.031942143,,
Buffer_zone,STMHWF,Shorea robusta,10,14,9.8,0.03771482,,
Buffer_zone,STMHWF,Shorea robusta,9,14,6.8,0.026169467,,
Buffer_zone,STMHWF,Shorea robusta,13.5,14,5.8,0.022321016,,
Buffer_zone,STMHWF,Rhus wallichii,4.6,14,4.6,0.017702875,,
Buffer_zone,Saal,Lagerstroemia parviflora,7,14,6.8,0.026169467,,
Buffer_zone,Saal,Lagerstroemia parviflora,5,14,5.8,0.022321016,,
Buffer_zone,STMHWF,Lagerstroemia parviflora,4,14,7,0.026939157,,
Buffer_zone,STMHWF,Lagerstroemia parviflora,4.9,14,6.8,0.026169467,,
Buffer_zone,Saal,Dillenia pentagyna,4.3,14,6.4,0.024630086,,
Buffer_zone,STMHWF,Rhus wallichii,7,14,6.3,0.024245241,,
Buffer_zone,STMHWF,Lagerstroemia parviflora,4.6,14,6.2,0.023860396,,
Buffer_zone,Saal,Shorea robusta,6,14,5.6,0.021551326,,
Buffer_zone,Saal,Cleistocalyx operculatus,4,14,9.2,0.035405749,,
Buffer_zone,Saal,Cleistocalyx operculatus,6.8,14,5.6,0.021551326,,
Buffer_zone,Saal,Shorea robusta,4.5,14,6.8,0.026169467,,
Buffer_zone,Saal,Shorea robusta,4.5,14,8.4,0.032326988,,
Buffer_zone,Saal,Shorea robusta,5,14,8.7,0.033481524,,
Buffer_zone,Saal,Shorea robusta,10,14,8.4,0.032326988,,
Buffer_zone,Saal,Cleistocalyx operculatus,10,14,7.2,0.027708847,,
Buffer_zone,Saal,Lagerstroemia parviflora,3,14,12.4,0.047720792,,
Buffer_zone,Saal,Lagerstroemia parviflora,8,14,6.8,0.026169467,,
Buffer_zone,STMHWF,Shorea robusta,7,14,10.6,0.040793581,,
Buffer_zone,Saal,Shorea robusta,5,14,11.2,0.043102651,,
Buffer_zone,Saal,Shorea robusta,7,14,16.8,0.064653977,,
Buffer_zone,Saal,Shorea robusta,6,14,12,0.046181412,,
Buffer_zone,Saal,Cleistocalyx operculatus,6,14,13.1,0.050414708,,
Buffer_zone,Saal,Shorea robusta,5,14,11.1,0.042717806,,
Buffer_zone,Saal,Shorea robusta,0,14,11.8,0.045411722,,
Buffer_zone,Saal,Shorea robusta,6.5,14,8.9,0.034251214,,
Buffer_zone,Saal,Dalbergia latifolia,10.5,14,11,0.042332961,,
Buffer_zone,Saal,Terminalia alata,4,14,7.1,0.027324002,,
Buffer_zone,Saal,Shorea robusta,7.5,14,8.5,0.032711834,,
Buffer_zone,Saal,Cleistocalyx operculatus,0,14,7.5,0.028863383,,
Buffer_zone,Saal,Lagerstroemia parviflora,4,14,8.4,0.032326988,,
Buffer_zone,Saal,Shorea robusta,1.5,14,11.2,0.043102651,,
Buffer_zone,Saal,Shorea robusta,5,14,6,0.023090706,,
Buffer_zone,Saal,Shorea robusta,6,14,8.2,0.031557298,,
Buffer_zone,Saal,Shorea robusta,6,14,10.2,0.0392542,,
Buffer_zone,Saal,Shorea robusta,8,14,11.8,0.045411722,,
Buffer_zone,Saal,Shorea robusta,9,14,12.5,0.048105638,,
Buffer_zone,Saal,Shorea robusta,4,14,7.1,0.027324002,,
Buffer_zone,Saal,Shorea robusta,7,14,11,0.042332961,,
Buffer_zone,Saal,Shorea robusta,6,14,6.5,0.025014932,,
Buffer_zone,Saal,Shorea robusta,8.5,14,8.1,0.031172453,,
Buffer_zone,Saal,Lagerstroemia parviflora,4.5,14,13.2,0.050799553,,
Buffer_zone,Saal,Terminalia alata,6,14,12.8,0.049260173,,
Buffer_zone,Saal,Cleistocalyx operculatus,3,14,8.9,0.034251214,,
Buffer_zone,Saal,Terminalia alata,5,14,9.2,0.035405749,,
Buffer_zone,Saal,Lagerstroemia parviflora,3,14,7.5,0.028863383,,
Buffer_zone,Saal,Shorea robusta,8,14,9.1,0.035020904,,
Buffer_zone,Saal,Shorea robusta,8,14,10.8,0.041563271,,
Buffer_zone,Saal,Shorea robusta,2,14,8,0.030787608,,
Buffer_zone,Saal,Shorea robusta,8,14,11.8,0.045411722,,
Buffer_zone,Saal,Shorea robusta,5,14,11.7,0.045026877,,
Buffer_zone,Saal,Shorea robusta,5.5,14,10.5,0.040408736,,
Buffer_zone,Saal,Shorea robusta,9.5,14,6.5,0.025014932,,
Buffer_zone,Saal,Cleistocalyx operculatus,3.5,14,9.5,0.036560285,,
Buffer_zone,Saal,Casearia graveolens,4,14,9,0.034636059,,
Buffer_zone,Saal,Shorea robusta,13,14,9.5,0.036560285,,
Buffer_zone,Saal,Shorea robusta,9,14,7,0.026939157,,
Buffer_zone,Saal,Shorea robusta,3.5,14,6.5,0.025014932,,
Buffer_zone,Saal,Terminalia alata,8.5,14,8,0.030787608,,
Buffer_zone,Saal,Dillenia pentagyna,4.5,14,7,0.026939157,,
Buffer_zone,Saal,Dalbergia latifolia,10,14,11.6,0.044642032,,
Buffer_zone,Saal,Shorea robusta,5.5,14,10.3,0.039639045,,
Buffer_zone,Saal,Shorea robusta,3.6,14,8,0.030787608,,
Buffer_zone,Saal,Shorea robusta,6.5,14,8.1,0.031172453,,
Buffer_zone,Saal,Shorea robusta,3.5,14,8.5,0.032711834,,
Buffer_zone,Saal,Shorea robusta,4,14,10.8,0.041563271,,
Buffer_zone,Saal,Shorea robusta,3.5,14,11.5,0.044257187,,
Buffer_zone,Saal,Cleistocalyx operculatus,3.5,14,9,0.034636059,,
Buffer_zone,Saal,Terminalia alata,8,14,10.8,0.041563271,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,3.5,14,9,0.034636059,,
Buffer_zone,Saal,Shorea robusta,13,14,7,0.026939157,,
Buffer_zone,STMHWF,Shorea robusta,7,14,15,0.057726765,,
Buffer_zone,STMHWF,Shorea robusta,8,14,7,0.026939157,,
Buffer_zone,STMHWF,Shorea robusta,5,14,7,0.026939157,,
Buffer_zone,Saal,Shorea robusta,7,14,7.1,0.027324002,,
Buffer_zone,Saal,Shorea robusta,8,14,14,0.053878314,,
Buffer_zone,Saal,Shorea robusta,4.5,14,15,0.057726765,,
Buffer_zone,Saal,Cleistocalyx operculatus,6,14,10.4,0.04002389,,
Buffer_zone,Saal,Shorea robusta,4,14,7,0.026939157,,
Buffer_zone,Saal,Shorea robusta,3,14,12.4,0.047720792,,
Buffer_zone,Saal,Shorea robusta,8.1,14,10.8,0.041563271,,
Buffer_zone,Saal,Shorea robusta,8,14,13,0.050029863,,
Buffer_zone,Saal,Cleistocalyx operculatus,7,14,13.2,0.050799553,,
Buffer_zone,Saal,Shorea robusta,3,14,6.5,0.025014932,,
Buffer_zone,Saal,Cleistocalyx operculatus,4,14,7,0.026939157,,
Buffer_zone,Saal,Shorea robusta,6.5,14,9.2,0.035405749,,
Buffer_zone,Saal,Cleistocalyx operculatus,6.5,14,9.2,0.035405749,,
Community,Saal,Shorea robusta,7,14,6.5,0.025014932,,
Community,Saal,Shorea robusta,12,14,9.2,0.035405749,,
Community,Saal,Shorea robusta,11,14,7.2,0.027708847,,
Community,Saal,Shorea robusta,5.5,14,6.5,0.025014932,,
Community,Saal,Cleistocalyx operculatus,8,14,9.2,0.035405749,,
Community,Saal,Lagerstroemia parviflora,14,14,5.5,0.021166481,,
Community,Saal,Shorea robusta,7,14,6.5,0.025014932,,
Community,Saal,Shorea robusta,3,14,10.5,0.040408736,,
Community,Saal,Shorea robusta,4.5,14,7.7,0.029633073,,
Community,Saal,Shorea robusta,4.5,14,5.5,0.021166481,,
Community,Saal,Shorea robusta,3,14,4.9,0.01885741,,
Community,Saal,Shorea robusta,5.5,14,8.5,0.032711834,,
Community,STMHWF,Shorea robusta,9.5,14,7.5,0.028863383,,
Community,Saal,Cleistocalyx operculatus,14.5,14,6.5,0.025014932,,
Community,TMHWF,Cleistocalyx operculatus,7,14,5.6,0.021551326,,
Community,Saal,Cleistocalyx operculatus,4,14,6.5,0.025014932,,
Community,Saal,Cleistocalyx operculatus,5,14,3.5,0.013469579,,
Community,Saal,Shorea robusta,5.5,14,9.5,0.036560285,,
Community,Saal,Shorea robusta,4.5,14,6.5,0.025014932,,
Community,STMHWF,Cleistocalyx operculatus,12,14,6.3,0.024245241,,
Community,STMHWF,Cleistocalyx operculatus,9,14,6.3,0.024245241,,
Community,STMHWF,Terminalia alata,7.5,14,10,0.03848451,,
Community,STMHWF,Terminalia alata,7.5,14,6.3,0.024245241,,
Community,Saal,Lagerstroemia parviflora,7.5,14,8,0.030787608,,
Community,Saal,Terminalia alata,0,14,8.3,0.031942143,,
Community,Saal,Shorea robusta,7,14,8,0.030787608,,
Community,Saal,Shorea robusta,13,14,8.4,0.032326988,,
Community,Saal,Cleistocalyx operculatus,8,14,7.3,0.028093692,,
Community,Saal,Cleistocalyx operculatus,9,14,8.5,0.032711834,,
Community,Saal,Cleistocalyx operculatus,9,14,8.5,0.032711834,,
Community,Saal,Cleistocalyx operculatus,1,14,12.5,0.048105638,,
Community,Saal,Cleistocalyx operculatus,10,14,8.1,0.031172453,,
Community,Saal,Lagerstroemia parviflora,8,14,9,0.034636059,,
Community,Saal,Lagerstroemia parviflora,14,14,8.5,0.032711834,,
Community,Saal,Shorea robusta,13.5,14,9.3,0.035790594,,
Community,Saal,Cleistocalyx operculatus,14.2,14,7.3,0.028093692,,
Community,STMHWF,Lagerstroemia parviflora,8,14,6.2,0.023860396,,
Community,STMHWF,Lagerstroemia parviflora,3.5,14,7.2,0.027708847,,
Community,TMHWF,Cleistocalyx operculatus,8.5,14,6.5,0.025014932,,
Community,TMHWF,Terminalia alata,4.5,14,9.2,0.035405749,,
Community,TMHWF,Cleistocalyx operculatus,3.5,14,7.5,0.028863383,,
Community,STMHWF,Terminalia alata,6.5,14,10.3,0.039639045,,
Community,STMHWF,Cleistocalyx operculatus,9.5,14,6.5,0.025014932,,
Protected,STMHWF,Cleistocalyx operculatus,5,14,6.5,0.025014932,,
Protected,Saal,Cleistocalyx operculatus,6,14,12,0.046181412,,
Protected,TMHWF,Cleistocalyx operculatus,8,14,11,0.042332961,,
Protected,Saal,Shorea robusta,4,14,7,0.026939157,,
Protected,Saal,Shorea robusta,3,14,13,0.050029863,,
Protected,STMHWF,Shorea robusta,1.5,14,11,0.042332961,,
Protected,STMHWF,Dillenia pentagyna,8,14,6,0.023090706,,
Protected,STMHWF,Dillenia pentagyna,5,14,8,0.030787608,,
Protected,TMHWF,Shorea robusta,19,14,5.1,0.0196271,,
Protected,TMHWF,Terminalia alata,6.5,14,10.1,0.038869355,,
Protected,TMHWF,Terminalia alata,6,14,11.1,0.042717806,,
Protected,TMHWF,Terminalia alata,9,14,10.1,0.038869355,,
Protected,Saal,Cleistocalyx operculatus,4.5,14,8,0.030787608,,
Protected,STMHWF,Shorea robusta,5,14,5,0.019242255,,
Protected,STMHWF,Cleistocalyx operculatus,7,14,6,0.023090706,,
Protected,Saal,Shorea robusta,4.5,14,9,0.034636059,,
Protected,Saal,Shorea robusta,5.5,14,10,0.03848451,,
Protected,Saal,Shorea robusta,7,14,7,0.026939157,,
Protected,Saal,Cleistocalyx operculatus,11,14,9.3,0.035790594,,
Protected,Saal,Shorea robusta,14,14,11,0.042332961,,
Protected,Saal,Shorea robusta,3.5,14,6.5,0.025014932,,
Protected,Saal,Cleistocalyx operculatus,11,14,13,0.050029863,,
Protected,Saal,Lagerstroemia parviflora,7,14,10,0.03848451,,
Buffer_zone,Saal,Shorea robusta,12.5,14.02,8.4,0.032419417,,
Buffer_zone,Saal,Shorea robusta,3.3,14.1,6.3,0.024592839,,
Buffer_zone,Saal,Shorea robusta,10,14.1,7.5,0.029277189,,
Buffer Zone CF,Saal,Shorea robusta,8.6,14.3,17.1,0.068659095,,
Buffer Zone CF,Saal,Shorea robusta,2,14.3,10,0.040151518,,
Buffer Zone CF,Saal,Shorea robusta,3.7,14.3,17,0.06825758,,
Buffer Zone CF,Saal,Shorea robusta,14.5,14.3,13,0.052196973,,
Buffer Zone CF,Saal,Shorea robusta,13,14.3,18,0.072272732,,
Buffer_zone,Saal,Shorea robusta,14,14.3,13.5,0.054204549,,
Buffer_zone,Saal,Shorea robusta,5,14.3,12.3,0.049386367,,
Buffer_zone,Saal,Shorea robusta,11,14.3,11.5,0.046174245,,
Buffer_zone,Saal,Shorea robusta,11,14.3,9,0.036136366,,
Buffer_zone,Saal,Shorea robusta,14,14.3,7.3,0.029310608,,
Buffer_zone,STMHWF,Shorea robusta,8,14.3,13,0.052196973,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,5,14.3,8,0.032121214,,
Buffer_zone,STMHWF,Terminalia alata,10,14.3,12.8,0.051393943,,
Buffer_zone,STMHWF,Terminalia alata,13,14.3,13.5,0.054204549,,
Buffer_zone,STMHWF,Terminalia alata,12,14.3,8.6,0.034530305,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,2,14.34,10.9,0.044010337,,
Buffer_zone,Saal,Cleistocalyx operculatus,4,14.4,6.8,0.027686228,,
Buffer_zone,Saal,Shorea robusta,8,14.5,10.7,0.044172265,,
Buffer_zone,Saal,Terminalia alata,5,14.5,10,0.041282491,,
Buffer_zone,Saal,Lagerstroemia parviflora,8,14.5,9.2,0.037979892,,
Buffer_zone,Saal,Shorea robusta,7,14.5,9,0.037154242,,
Buffer_zone,STMHWF,Shorea robusta,7.5,14.5,11.2,0.04623639,,
Protected,Saal,Shorea robusta,5,14.5,11,0.04541074,,
Buffer Zone CF,Saal,Shorea robusta,13.2,14.6,10.6,0.0443651,,
Buffer Zone CF,Saal,Shorea robusta,8,14.6,11.2,0.046876332,,
Buffer_zone,Saal,Shorea robusta,7.5,14.6,12.5,0.052317335,,
Buffer_zone,Saal,Shorea robusta,10,14.6,13,0.054410029,,
Buffer_zone,STMHWF,Casearia graveolens,5,14.8,12.4,0.05333042,,
Community,Saal,Lagerstroemia parviflora,8,14.8,7,0.030105882,,
Buffer Zone CF,Saal,Shorea robusta,12,14.9,25,0.108978904,,
Buffer Zone CF,Saal,Shorea robusta,12.3,14.9,12.5,0.054489452,,
Buffer_zone,Saal,Shorea robusta,3,14.9,12,0.052309874,,
Buffer_zone,Saal,Shorea robusta,8,14.9,8.5,0.037052827,,
Buffer_zone,Saal,Terminalia alata,3,14.9,7.5,0.032693671,,
Buffer_zone,Saal,Shorea robusta,12,14.9,7.5,0.032693671,,
Buffer Zone CF,Saal,Shorea robusta,6.5,15,7.8,0.034459344,,
Buffer Zone CF,Saal,Shorea robusta,3,15,9,0.039760782,,
Buffer Zone CF,Saal,Shorea robusta,4.5,15,12.9,0.056990454,,
Buffer Zone CF,Saal,Shorea robusta,2.5,15,8.9,0.039318996,,
Buffer Zone CF,Saal,Shorea robusta,10.5,15,9.6,0.042411501,,
Buffer Zone CF,Saal,Shorea robusta,8,15,8.2,0.03622649,,
Buffer Zone CF,Saal,Shorea robusta,9.5,15,12.9,0.056990454,,
Buffer Zone CF,Saal,Shorea robusta,10.5,15,12.5,0.055223308,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,6.5,15,12.3,0.054339735,,
Buffer Zone CF,Saal,Shorea robusta,10,15,8.2,0.03622649,,
Buffer Zone CF,Saal,Shorea robusta,7,15,7.2,0.031808626,,
Buffer Zone CF,Saal,Shorea robusta,3,15,17.2,0.075987272,,
Buffer Zone CF,Saal,Shorea robusta,7,15,13.5,0.059641173,,
Buffer Zone CF,Saal,Shorea robusta,6.5,15,9.2,0.040644355,,
Buffer Zone CF,Saal,Shorea robusta,4.5,15,7.9,0.034901131,,
Buffer Zone CF,Saal,Shorea robusta,6,15,8,0.035342917,,
Buffer Zone CF,Saal,Shorea robusta,7,15,8,0.035342917,,
Buffer Zone CF,Saal,Shorea robusta,5,15,10.9,0.048154725,,
Buffer Zone CF,Saal,Shorea robusta,8,15,12.1,0.053456162,,
Buffer Zone CF,Saal,Shorea robusta,7,15,7.5,0.033133985,,
Buffer Zone CF,Saal,Shorea robusta,1,15,8,0.035342917,,
Buffer Zone CF,Saal,Shorea robusta,4,15,8.6,0.037993636,,
Buffer Zone CF,Saal,Shorea robusta,7,15,8.7,0.038435423,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,5,15,9,0.039760782,,
Buffer Zone CF,Saal,Shorea robusta,4,15,11,0.048596511,,
Buffer Zone CF,Saal,Shorea robusta,4,15,8.1,0.035784704,,
Buffer Zone CF,Saal,Shorea robusta,4,15,9.5,0.041969714,,
Buffer Zone CF,Saal,Shorea robusta,7,15,8,0.035342917,,
Buffer Zone CF,Saal,Shorea robusta,8,15,9,0.039760782,,
Buffer Zone CF,Saal,Shorea robusta,1,15,13.2,0.058315814,,
Buffer Zone CF,Saal,Shorea robusta,7.1,15,11.4,0.050363657,,
Buffer Zone CF,Saal,Shorea robusta,5,15,7.1,0.031366839,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,8,15,14,0.061850105,,
Buffer Zone CF,Saal,Cleistocalyx operculatus,7,15,9.1,0.040202568,,
Buffer Zone CF,Saal,Shorea robusta,4,15,13.8,0.060966532,,
Buffer Zone CF,Saal,Lagerstroemia parviflora,8,15,12.4,0.054781522,,
Buffer Zone CF,Saal,Shorea robusta,5,15,6.5,0.02871612,,
Buffer Zone CF,Saal,Shorea robusta,11.5,15,12.8,0.056548668,,
Buffer Zone CF,Saal,Shorea robusta,10,15,25,0.110446617,,
Buffer Zone CF,Saal,Shorea robusta,8.5,15,8.1,0.035784704,,
Buffer Zone CF,Saal,Shorea robusta,2,15,13.8,0.060966532,,
Buffer Zone CF,Saal,Shorea robusta,5,15,28.6,0.12635093,,
Buffer_zone,Saal,Shorea robusta,8,15,8.7,0.038435423,,
Buffer_zone,Saal,Shorea robusta,4,15,12.4,0.054781522,,
Buffer_zone,Saal,Shorea robusta,7,15,8.5,0.03755185,,
Buffer_zone,Saal,Lagerstroemia parviflora,7,15,12.3,0.054339735,,
Buffer_zone,Saal,Shorea robusta,7,15,12.7,0.056106881,,
Buffer_zone,Saal,Lagerstroemia parviflora,6.5,15,15.3,0.067593329,,
Buffer_zone,Saal,Lagerstroemia parviflora,4,15,8.2,0.03622649,,
Buffer_zone,Saal,Cleistocalyx operculatus,2,15,10.2,0.04506222,,
Buffer_zone,Saal,Cleistocalyx operculatus,4,15,5.6,0.024740042,,
Buffer_zone,Saal,Shorea robusta,4.5,15,8.5,0.03755185,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,5,15,8,0.035342917,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,4.5,15,6.8,0.03004148,,
Buffer_zone,Saal,Lagerstroemia parviflora,6,15,6.8,0.03004148,,
Buffer_zone,STMHWF,Dillenia pentagyna,9,15,7.2,0.031808626,,
Buffer_zone,STMHWF,Lagerstroemia parviflora,11,15,6.7,0.029599693,,
Buffer_zone,Saal,Cleistocalyx operculatus,3,15,6.4,0.028274334,,
Buffer_zone,Saal,Cleistocalyx operculatus,14.5,15,7.3,0.032250412,,
Buffer_zone,Saal,Cleistocalyx operculatus,6.3,15,7.2,0.031808626,,
Buffer_zone,Saal,Shorea robusta,10,15,9.2,0.040644355,,
Buffer_zone,Saal,Shorea robusta,12,15,7.3,0.032250412,,
Buffer_zone,Saal,Shorea robusta,13.5,15,6.5,0.02871612,,
Buffer_zone,Saal,Lagerstroemia parviflora,13.5,15,9.8,0.043295074,,
Buffer_zone,Saal,Shorea robusta,7.5,15,12.8,0.056548668,,
Buffer_zone,Saal,Shorea robusta,7.5,15,12.9,0.056990454,,
Buffer_zone,Saal,Shorea robusta,8,15,13.4,0.059199387,,
Buffer_zone,Saal,Shorea robusta,4,15,10.4,0.045945793,,
Buffer_zone,Saal,Shorea robusta,6,15,11.7,0.051689017,,
Buffer_zone,Saal,Shorea robusta,9.5,15,13.6,0.060082959,,
Buffer_zone,Saal,Lagerstroemia parviflora,6,15,10.5,0.046387579,,
Buffer_zone,Saal,Lagerstroemia parviflora,7,15,11.8,0.052130803,,
Buffer_zone,Saal,Cleistocalyx operculatus,3,15,8,0.035342917,,
Buffer_zone,Saal,Cleistocalyx operculatus,4,15,9.3,0.041086141,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,6,15,10.5,0.046387579,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,12,15,9.1,0.040202568,,
Buffer_zone,STMHWF,Cleistocalyx operculatus,6.5,15,9.6,0.042411501,,
Buffer_zone,Saal,Shorea robusta,3,15,7.6,0.033575771,,
Buffer_zone,Saal,Shorea robusta,4,15,13.8,0.060966532,,
Buffer_zone,Saal,Shorea robusta,4.5,15,11.5,0.050805444,,
Buffer_zone,Saal,Shorea robusta,4.5,15,10.2,0.04506222,,
Buffer_zone,Saal,Cleistocalyx operculatus,8,15,8.6,0.037993636,,
Buffer_zone,Saal,Shorea robusta,6,15,10.9,0.048154725,,
Buffer_zone,Saal,Shorea robusta,4.5,15,11.8,0.052130803,,
Buffer_zone,Saal,Shorea robusta,3.5,15,11.5,0.050805444,,
Buffer_zone,Saal,Shorea robusta,7,15,11.4,0.050363657,,
Buffer_zone,Saal,Shorea robusta,5,15,14.5,0.064059038,,
Buffer_zone,Saal,Shorea robusta,8.5,15,11.5,0.050805444,,
Buffer_zone,Saal,Shorea robusta,6,15,12.3,0.054339735,,
Buffer_zone,Saal,Rhus wallichii,2.5,15,8.1,0.035784704,,
Buffer_zone,Saal,Shorea robusta,7,15,8,0.035342917,,
Buffer_zone,Saal,Shorea robusta,1.5,15,9.1,0.040202568,,
Buffer_zone,Saal,Shorea robusta,2.5,15,9.2,0.040644355,,
Buffer_zone,Saal,Cleistocalyx operculatus,9,15,10,0.044178647,,
